,C0,C0s,C1,C1s,C1_p1,C1_p1s,C1_p2,C1_p2s,C1_p3,C1_p3s,C1_p4,C1_p4s,C1_p5,C1_p5s,C1_p6,C1_p6s,C1_p7,C1_p7s,C1_p8,C1_p8s,C1_p9,C1_p9s,C1_p10,C1_p10s
gene_695,40,M,25.438,LM,99.431,H,25.438,LM,77.773,MH,25.438,LM,25.438,LM,25.438,LM,25.438,LM,25.438,LM,25.438,LM,25.438,LM
gene_696,31,M,5.51,L,26.651,LM,5.51,L,5.51,L,5.51,L,57.26,M,5.51,L,5.51,L,5.51,L,5.51,L,63.622,M
gene_697,36,M,58.105,M,58.105,M,98.462,H,91.319,H,2.277,L,58.105,M,58.105,M,58.105,M,58.105,M,58.105,M,58.105,M
gene_698,30,M,26.431,LM,94.664,H,26.431,LM,18.684,L,72.201,MH,26.431,LM,26.431,LM,26.431,LM,13.734,L,49.229,M,59.569,M
gene_699,56,M,1.685,L,1.685,L,1.685,L,1.685,L,91.24,H,21.386,LM,1.685,L,1.685,L,27.432,LM,1.685,L,1.685,L
gene_700,35,M,89.927,H,89.927,H,89.927,H,89.927,H,89.927,H,56.619,M,89.927,H,89.927,H,15.418,L,89.927,H,89.927,H
gene_701,61,M,25.887,LM,25.887,LM,25.887,LM,25.887,LM,25.887,LM,96.87,H,25.887,LM,25.887,LM,25.887,LM,25.887,LM,25.887,LM
gene_702,57,M,71.225,MH,71.225,MH,71.225,MH,71.225,MH,71.225,MH,71.225,MH,71.225,MH,71.225,MH,71.225,MH,71.225,MH,71.225,MH
gene_703,68,M,4.561,L,4.561,L,4.561,L,4.561,L,52.49,M,76.358,MH,4.561,L,20.306,LM,4.561,L,4.561,L,4.561,L
gene_704,45,M,85.658,H,85.658,H,85.658,H,76.187,MH,85.658,H,85.658,H,72.207,MH,85.658,H,27.927,LM,46.426,M,85.658,H
gene_705,66,M,25.7,LM,25.7,LM,25.7,LM,25.7,LM,25.7,LM,88.314,H,25.7,LM,91.207,H,25.7,LM,59.503,M,25.7,LM
gene_706,48,M,2.766,L,44.067,M,2.766,L,40.542,M,50.595,M,2.766,L,22.992,LM,2.766,L,2.766,L,2.766,L,2.766,L
gene_707,43,M,22.882,LM,22.882,LM,22.882,LM,22.882,LM,22.882,LM,74.189,MH,22.882,LM,22.882,LM,22.882,LM,22.882,LM,22.882,LM
gene_708,34,M,6.83,L,6.83,L,96.951,H,38.66,M,6.83,L,46.796,M,24.706,LM,6.83,L,6.83,L,6.83,L,6.83,L
gene_709,65,M,3.641,L,3.641,L,36.373,M,74.044,MH,3.641,L,3.641,L,3.641,L,3.641,L,3.641,L,77.151,MH,90.783,H
gene_710,61,M,9.907,L,9.907,L,26.666,LM,9.907,L,9.907,L,9.907,L,9.907,L,9.907,L,9.907,L,9.907,L,9.907,L
gene_711,42,M,26.531,LM,26.531,LM,26.531,LM,83.91,H,84.284,H,26.531,LM,26.531,LM,26.531,LM,26.531,LM,26.531,LM,26.531,LM
gene_712,48,M,31.384,M,97.166,H,31.384,M,31.384,M,31.384,M,31.384,M,31.384,M,31.384,M,31.384,M,96.4,H,31.384,M
gene_713,43,M,22.59,LM,22.59,LM,22.59,LM,80.372,H,22.59,LM,22.59,LM,80.125,H,22.59,LM,22.59,LM,4.48,L,22.59,LM
gene_714,31,M,24.74,LM,2.579,L,24.74,LM,24.74,LM,24.74,LM,24.74,LM,24.74,LM,73.713,MH,2.646,L,24.74,LM,24.74,LM
gene_715,31,M,9.296,L,9.296,L,36.262,M,9.296,L,95.755,H,23.128,LM,9.296,L,9.296,L,9.296,L,9.296,L,9.296,L
gene_716,44,M,82.972,H,82.972,H,82.972,H,82.972,H,82.972,H,82.972,H,82.972,H,82.972,H,82.972,H,82.972,H,82.972,H
gene_717,38,M,22.384,LM,22.384,LM,22.384,LM,22.384,LM,22.384,LM,22.384,LM,22.384,LM,22.384,LM,22.384,LM,22.384,LM,45.771,M
gene_718,50,M,78.476,MH,95.889,H,78.476,MH,78.476,MH,2.668,L,78.476,MH,78.476,MH,35.733,M,95.172,H,91.018,H,78.476,MH
gene_719,37,M,98.321,H,28.516,LM,98.321,H,98.321,H,98.321,H,98.321,H,77.728,MH,98.321,H,71.838,MH,98.321,H,58.799,M
gene_720,38,M,28.432,LM,35.442,M,70.988,MH,28.432,LM,28.432,LM,28.432,LM,28.432,LM,28.432,LM,28.432,LM,28.432,LM,28.432,LM
gene_721,56,M,5.679,L,5.679,L,5.679,L,5.679,L,5.679,L,5.679,L,91.506,H,5.679,L,5.679,L,90.475,H,71.671,MH
gene_722,59,M,20.768,LM,20.768,LM,75.057,MH,20.768,LM,73.037,MH,38.592,M,20.768,LM,20.768,LM,20.768,LM,20.768,LM,20.768,LM
gene_723,42,M,66.142,M,85.764,H,66.142,M,66.142,M,66.142,M,66.142,M,66.142,M,66.142,M,66.142,M,21.935,LM,66.142,M
gene_724,64,M,84.913,H,76.878,MH,84.913,H,84.913,H,76.003,MH,70.542,MH,84.913,H,84.913,H,68.203,M,84.913,H,77.002,MH
gene_725,40,M,97.217,H,97.217,H,97.217,H,37.533,M,97.217,H,74.202,MH,97.217,H,97.217,H,97.217,H,74.267,MH,97.217,H
gene_726,43,M,11.198,L,11.198,L,11.198,L,11.198,L,80.306,H,11.198,L,11.198,L,73.348,MH,11.198,L,11.198,L,11.198,L
gene_727,58,M,22.34,LM,22.34,LM,22.34,LM,22.34,LM,22.34,LM,22.34,LM,22.34,LM,22.34,LM,22.34,LM,98.731,H,22.34,LM
gene_728,31,M,26.324,LM,26.324,LM,26.324,LM,26.324,LM,26.324,LM,26.324,LM,26.324,LM,26.324,LM,26.324,LM,75.148,MH,26.324,LM
gene_729,67,M,3.087,L,3.087,L,3.087,L,3.087,L,3.087,L,3.087,L,3.087,L,3.087,L,71.663,MH,3.087,L,3.087,L
gene_730,32,M,26.109,LM,12.848,L,5.874,L,26.109,LM,26.109,LM,26.109,LM,26.109,LM,47.563,M,26.109,LM,0.749,L,71.064,MH
gene_731,48,M,26.55,LM,26.55,LM,26.55,LM,97.309,H,26.55,LM,26.55,LM,26.55,LM,78.589,MH,26.55,LM,50.543,M,76.349,MH
gene_732,58,M,28.592,LM,71.69,MH,28.592,LM,28.592,LM,28.592,LM,28.592,LM,28.592,LM,51.572,M,99.493,H,8.746,L,28.592,LM
gene_733,31,M,25.652,LM,10.928,L,25.652,LM,25.652,LM,25.652,LM,25.652,LM,25.652,LM,25.652,LM,81.228,H,25.652,LM,77.28,MH
gene_734,62,M,82.871,H,71.915,MH,82.871,H,82.871,H,82.871,H,82.871,H,82.871,H,27.315,LM,82.871,H,82.871,H,82.871,H
gene_735,69,M,26.902,LM,26.902,LM,26.902,LM,26.902,LM,77.466,MH,96.953,H,26.902,LM,26.902,LM,26.902,LM,26.902,LM,26.902,LM
gene_736,48,M,92.737,H,92.737,H,92.737,H,22.735,LM,92.737,H,21.246,LM,92.737,H,20.634,LM,92.737,H,92.737,H,71.882,MH
gene_737,34,M,95.264,H,24.55,LM,95.264,H,95.264,H,95.264,H,95.264,H,95.264,H,95.264,H,27.085,LM,95.264,H,95.264,H
gene_738,33,M,11.792,L,11.792,L,11.792,L,11.792,L,11.792,L,11.792,L,11.792,L,11.792,L,11.792,L,11.792,L,11.792,L
gene_739,33,M,85.589,H,85.589,H,85.589,H,27.072,LM,26.245,LM,85.589,H,85.589,H,85.589,H,85.589,H,85.589,H,85.589,H
gene_740,60,M,74.211,MH,74.211,MH,21.798,LM,24.954,LM,65.006,M,74.211,MH,74.211,MH,74.211,MH,22.909,LM,74.211,MH,74.211,MH
gene_741,46,M,10.988,L,10.988,L,54.202,M,63.081,M,10.988,L,10.988,L,10.988,L,10.988,L,10.988,L,10.988,L,10.988,L
gene_742,66,M,13.457,L,71.489,MH,13.457,L,13.457,L,74.009,MH,13.457,L,13.457,L,13.457,L,13.457,L,13.457,L,13.457,L
gene_743,47,M,99.583,H,99.583,H,99.583,H,99.583,H,99.583,H,99.583,H,99.583,H,99.583,H,99.583,H,99.583,H,99.583,H
gene_744,33,M,86.657,H,86.657,H,86.657,H,86.657,H,86.657,H,86.657,H,86.657,H,86.657,H,86.657,H,86.657,H,86.657,H
gene_745,47,M,23.514,LM,23.514,LM,23.514,LM,98.522,H,23.514,LM,23.514,LM,23.514,LM,23.514,LM,11.217,L,23.514,LM,23.514,LM
gene_746,60,M,85.93,H,85.93,H,85.93,H,85.93,H,85.93,H,85.93,H,7.881,L,85.93,H,85.93,H,85.93,H,85.93,H
gene_747,63,M,76.985,MH,76.985,MH,76.985,MH,76.985,MH,76.985,MH,76.985,MH,76.985,MH,76.985,MH,76.985,MH,76.985,MH,76.985,MH
gene_748,31,M,21.296,LM,63.37,M,80.678,H,21.296,LM,21.296,LM,21.296,LM,21.296,LM,21.296,LM,21.296,LM,21.296,LM,21.296,LM
gene_749,37,M,4.047,L,24.029,LM,28.193,LM,4.047,L,78.0,MH,96.573,H,4.047,L,4.047,L,4.047,L,99.308,H,90.108,H
gene_750,49,M,64.114,M,77.169,MH,71.74,MH,64.114,M,64.114,M,64.114,M,11.983,L,64.114,M,64.114,M,64.114,M,17.259,L
gene_751,35,M,7.996,L,7.996,L,7.996,L,7.996,L,7.996,L,7.996,L,7.996,L,7.996,L,7.996,L,7.996,L,7.996,L
gene_752,64,M,28.813,LM,28.813,LM,28.813,LM,28.813,LM,28.813,LM,75.287,MH,33.213,M,30.689,M,28.813,LM,28.813,LM,28.813,LM
gene_753,67,M,13.599,L,13.599,L,13.599,L,26.722,LM,13.599,L,13.599,L,85.36,H,13.599,L,13.599,L,13.599,L,13.599,L
gene_754,42,M,28.894,LM,28.894,LM,28.894,LM,28.894,LM,28.894,LM,74.511,MH,28.894,LM,28.894,LM,74.07,MH,28.894,LM,28.894,LM
gene_755,47,M,5.667,L,21.419,LM,5.667,L,5.667,L,85.547,H,5.667,L,5.667,L,38.38,M,5.667,L,5.667,L,5.667,L
gene_756,52,M,25.721,LM,25.721,LM,73.181,MH,25.721,LM,25.721,LM,25.721,LM,25.721,LM,25.721,LM,25.721,LM,25.721,LM,25.721,LM
gene_757,41,M,75.826,MH,75.826,MH,75.826,MH,75.826,MH,75.826,MH,75.826,MH,75.826,MH,75.826,MH,75.826,MH,28.676,LM,62.319,M
gene_758,51,M,5.819,L,5.819,L,5.819,L,5.819,L,5.819,L,5.819,L,5.819,L,20.963,LM,5.819,L,5.819,L,5.819,L
gene_759,38,M,47.548,M,47.548,M,80.643,H,47.548,M,47.548,M,0.161,L,47.548,M,13.486,L,47.548,M,47.548,M,47.548,M
gene_760,41,M,55.09,M,55.09,M,75.414,MH,55.09,M,55.09,M,55.09,M,55.09,M,55.09,M,98.187,H,55.09,M,55.09,M
gene_761,47,M,95.535,H,95.535,H,95.535,H,95.535,H,95.535,H,95.535,H,95.535,H,95.535,H,95.535,H,2.074,L,16.876,L
gene_762,54,M,75.598,MH,75.598,MH,75.598,MH,45.27,M,75.598,MH,75.598,MH,62.039,M,75.598,MH,81.358,H,75.598,MH,75.598,MH
gene_763,51,M,25.502,LM,25.502,LM,25.502,LM,25.502,LM,25.502,LM,25.502,LM,25.502,LM,25.502,LM,25.502,LM,25.502,LM,25.502,LM
gene_764,40,M,24.658,LM,10.785,L,84.915,H,24.658,LM,24.658,LM,24.658,LM,24.658,LM,24.658,LM,24.658,LM,24.658,LM,1.8,L
gene_765,39,M,80.15,H,15.981,L,27.494,LM,80.15,H,4.272,L,80.15,H,80.15,H,80.15,H,71.139,MH,61.225,M,80.15,H
gene_766,34,M,87.698,H,5.499,L,87.698,H,87.698,H,87.698,H,87.698,H,75.072,MH,25.361,LM,87.698,H,87.698,H,87.698,H
gene_767,61,M,74.363,MH,74.363,MH,74.363,MH,74.363,MH,74.363,MH,74.363,MH,74.363,MH,74.363,MH,74.363,MH,74.363,MH,74.363,MH
gene_768,33,M,24.638,LM,24.638,LM,24.638,LM,24.638,LM,74.778,MH,50.059,M,24.638,LM,24.638,LM,24.638,LM,24.638,LM,24.638,LM
gene_769,59,M,89.948,H,53.92,M,89.948,H,89.948,H,5.007,L,14.015,L,3.119,L,89.948,H,89.948,H,89.948,H,89.948,H
gene_770,39,M,3.268,L,3.268,L,87.82,H,3.268,L,73.433,MH,3.268,L,3.268,L,3.268,L,3.268,L,3.268,L,3.268,L
gene_771,41,M,86.778,H,15.982,L,86.778,H,16.054,L,86.778,H,1.135,L,86.778,H,86.778,H,86.778,H,86.778,H,86.778,H
gene_772,59,M,16.354,L,16.354,L,16.354,L,16.354,L,16.354,L,16.354,L,16.354,L,41.116,M,16.354,L,16.354,L,16.354,L
gene_773,56,M,80.624,H,80.624,H,6.002,L,80.624,H,80.624,H,80.624,H,80.624,H,80.624,H,80.624,H,80.624,H,80.624,H
gene_774,59,M,54.259,M,54.259,M,54.259,M,54.259,M,95.827,H,54.259,M,54.259,M,54.259,M,54.259,M,54.259,M,26.997,LM
gene_775,50,M,6.278,L,6.278,L,70.796,MH,6.278,L,49.387,M,6.278,L,86.02,H,6.278,L,6.278,L,25.974,LM,6.278,L
gene_776,64,M,2.423,L,2.423,L,2.423,L,2.423,L,23.169,LM,53.464,M,2.423,L,2.423,L,2.423,L,87.144,H,2.423,L
gene_777,34,M,22.25,LM,62.384,M,22.25,LM,22.25,LM,22.25,LM,22.25,LM,22.25,LM,45.75,M,22.25,LM,22.25,LM,22.25,LM
gene_778,55,M,17.33,L,54.293,M,73.524,MH,71.915,MH,49.392,M,61.343,M,82.209,H,17.33,L,17.33,L,17.33,L,17.33,L
gene_779,34,M,26.185,LM,63.846,M,26.185,LM,72.928,MH,26.185,LM,26.185,LM,26.185,LM,26.185,LM,26.185,LM,71.391,MH,26.185,LM
gene_780,59,M,63.114,M,63.114,M,63.114,M,90.155,H,63.114,M,89.601,H,63.114,M,63.114,M,63.114,M,63.114,M,63.114,M
gene_781,44,M,25.257,LM,30.693,M,25.257,LM,87.194,H,25.257,LM,25.257,LM,25.257,LM,25.257,LM,25.257,LM,25.257,LM,25.257,LM
gene_782,56,M,10.595,L,10.595,L,10.595,L,72.188,MH,10.595,L,10.595,L,10.595,L,78.21,MH,97.099,H,10.595,L,10.595,L
gene_783,58,M,20.865,LM,20.865,LM,20.865,LM,20.865,LM,61.928,M,20.865,LM,20.865,LM,20.865,LM,6.934,L,20.865,LM,39.722,M
gene_784,56,M,9.973,L,9.973,L,9.973,L,9.973,L,73.941,MH,9.973,L,9.973,L,9.973,L,9.973,L,56.192,M,78.19,MH
gene_785,38,M,12.437,L,12.437,L,12.437,L,96.512,H,12.437,L,12.437,L,12.437,L,12.437,L,25.521,LM,12.437,L,12.437,L
gene_786,63,M,75.734,MH,75.734,MH,75.734,MH,75.734,MH,75.734,MH,75.734,MH,85.491,H,75.734,MH,75.734,MH,23.087,LM,61.72,M
gene_787,39,M,81.146,H,81.146,H,81.146,H,22.417,LM,81.146,H,31.175,M,81.146,H,66.968,M,22.684,LM,81.146,H,81.146,H
gene_788,50,M,11.415,L,11.415,L,11.415,L,11.415,L,11.415,L,11.415,L,97.917,H,11.415,L,95.698,H,11.415,L,11.415,L
gene_789,56,M,50.547,M,93.914,H,50.547,M,90.152,H,50.547,M,50.547,M,50.547,M,50.547,M,50.547,M,50.547,M,98.745,H
gene_790,39,M,26.1,LM,26.1,LM,26.1,LM,26.1,LM,26.1,LM,26.1,LM,26.1,LM,26.1,LM,26.1,LM,26.1,LM,26.1,LM
gene_791,55,M,82.889,H,82.889,H,82.889,H,82.889,H,82.889,H,82.889,H,82.889,H,82.889,H,82.889,H,82.889,H,13.041,L
gene_792,41,M,95.062,H,54.312,M,95.062,H,95.062,H,95.062,H,70.524,MH,95.062,H,28.55,LM,95.062,H,95.062,H,95.062,H
gene_793,36,M,21.786,LM,4.306,L,21.786,LM,21.786,LM,21.786,LM,21.786,LM,21.786,LM,21.786,LM,21.786,LM,21.786,LM,21.786,LM
gene_794,62,M,56.109,M,97.04,H,56.109,M,56.109,M,24.488,LM,56.109,M,56.109,M,97.011,H,56.109,M,26.609,LM,56.109,M
gene_795,52,M,24.913,LM,24.913,LM,24.913,LM,24.913,LM,24.913,LM,24.913,LM,24.913,LM,8.495,L,24.913,LM,24.913,LM,24.913,LM
gene_796,43,M,7.606,L,39.886,M,7.606,L,7.606,L,20.281,LM,7.606,L,7.606,L,7.606,L,7.606,L,7.606,L,7.606,L
gene_797,53,M,82.143,H,10.968,L,82.143,H,45.043,M,82.143,H,82.143,H,82.143,H,82.143,H,4.981,L,25.13,LM,82.143,H
gene_798,31,M,5.937,L,5.937,L,5.937,L,23.804,LM,5.937,L,75.249,MH,5.937,L,5.937,L,5.937,L,74.521,MH,24.155,LM
gene_799,35,M,95.564,H,78.112,MH,95.564,H,95.564,H,95.564,H,95.564,H,95.564,H,73.788,MH,95.564,H,95.564,H,95.564,H
gene_800,45,M,1.945,L,1.945,L,1.945,L,1.945,L,42.915,M,1.945,L,1.945,L,1.945,L,1.945,L,1.945,L,1.945,L
gene_801,69,M,26.664,LM,26.664,LM,26.664,LM,26.664,LM,26.664,LM,3.416,L,26.664,LM,26.664,LM,26.664,LM,26.664,LM,26.664,LM
gene_802,50,M,77.53,MH,67.248,M,61.815,M,77.53,MH,21.015,LM,77.53,MH,77.53,MH,77.53,MH,77.53,MH,77.53,MH,77.53,MH
gene_803,33,M,8.447,L,8.447,L,8.447,L,8.447,L,8.447,L,8.447,L,8.447,L,8.447,L,8.447,L,98.565,H,8.447,L
gene_804,60,M,85.157,H,27.41,LM,85.157,H,85.157,H,85.157,H,85.157,H,85.157,H,72.459,MH,59.104,M,85.157,H,85.157,H
gene_805,61,M,3.188,L,3.188,L,3.188,L,71.911,MH,3.188,L,3.188,L,3.188,L,3.188,L,3.188,L,3.188,L,3.188,L
gene_806,60,M,10.848,L,10.848,L,10.848,L,37.533,M,10.848,L,10.848,L,10.848,L,10.848,L,35.093,M,10.848,L,10.848,L
gene_807,52,M,20.147,LM,59.035,M,76.832,MH,20.147,LM,43.191,M,20.147,LM,20.147,LM,20.147,LM,20.147,LM,20.147,LM,39.505,M
gene_808,57,M,86.196,H,86.196,H,74.546,MH,86.196,H,72.247,MH,86.196,H,86.196,H,86.196,H,86.196,H,86.196,H,86.196,H
gene_809,38,M,23.433,LM,23.433,LM,23.433,LM,23.433,LM,23.433,LM,23.433,LM,23.433,LM,72.204,MH,23.433,LM,23.433,LM,23.433,LM
gene_810,59,M,73.455,MH,73.455,MH,73.455,MH,73.455,MH,85.048,H,73.455,MH,73.455,MH,73.455,MH,17.524,L,73.455,MH,8.524,L
gene_811,62,M,25.351,LM,25.351,LM,25.351,LM,25.351,LM,25.351,LM,25.351,LM,54.362,M,25.351,LM,74.362,MH,25.351,LM,25.351,LM
gene_812,60,M,23.312,LM,23.312,LM,23.312,LM,23.312,LM,23.312,LM,23.312,LM,23.312,LM,23.312,LM,56.586,M,23.312,LM,23.312,LM
gene_813,44,M,27.256,LM,27.256,LM,27.256,LM,5.212,L,27.256,LM,27.256,LM,70.003,MH,75.496,MH,27.256,LM,27.256,LM,78.556,MH
gene_814,53,M,28.734,LM,28.734,LM,28.734,LM,3.715,L,28.734,LM,28.734,LM,28.734,LM,28.734,LM,11.441,L,28.734,LM,28.734,LM
gene_815,55,M,22.55,LM,4.581,L,22.55,LM,22.55,LM,22.55,LM,22.55,LM,22.55,LM,50.813,M,22.55,LM,22.55,LM,72.468,MH
gene_816,66,M,24.256,LM,24.256,LM,24.256,LM,24.256,LM,0.464,L,24.256,LM,91.277,H,24.256,LM,24.256,LM,6.391,L,24.256,LM
gene_817,34,M,14.012,L,14.012,L,14.012,L,78.111,MH,14.012,L,14.012,L,14.012,L,14.012,L,14.012,L,14.012,L,14.012,L
gene_818,63,M,13.639,L,13.639,L,13.639,L,13.639,L,13.639,L,13.639,L,13.639,L,13.639,L,13.639,L,13.639,L,13.639,L
gene_819,51,M,72.455,MH,72.455,MH,72.455,MH,72.455,MH,72.455,MH,72.455,MH,72.455,MH,72.455,MH,72.455,MH,72.455,MH,72.455,MH
gene_820,44,M,97.581,H,97.581,H,26.383,LM,97.581,H,76.545,MH,97.581,H,97.581,H,97.581,H,76.048,MH,10.749,L,97.581,H
gene_821,48,M,6.148,L,6.148,L,6.148,L,6.148,L,6.148,L,77.616,MH,6.148,L,6.148,L,97.522,H,6.148,L,6.148,L
gene_822,30,M,89.485,H,89.485,H,26.47,LM,89.485,H,89.485,H,26.37,LM,89.485,H,89.485,H,89.485,H,89.485,H,89.485,H
gene_823,38,M,13.356,L,13.356,L,13.356,L,13.356,L,13.356,L,13.356,L,89.26,H,13.356,L,13.356,L,13.356,L,13.356,L
gene_824,56,M,20.189,LM,20.189,LM,20.189,LM,20.189,LM,20.189,LM,20.189,LM,20.189,LM,20.189,LM,20.189,LM,20.189,LM,20.189,LM
gene_825,56,M,94.584,H,94.584,H,28.339,LM,94.584,H,94.584,H,94.584,H,94.584,H,94.584,H,94.584,H,94.584,H,94.584,H
gene_826,49,M,3.462,L,3.462,L,24.497,LM,3.462,L,3.462,L,3.462,L,3.462,L,21.268,LM,95.927,H,71.251,MH,27.586,LM
gene_827,68,M,18.074,L,18.074,L,18.074,L,38.216,M,26.469,LM,18.074,L,18.074,L,18.074,L,18.074,L,18.074,L,18.074,L
gene_828,49,M,24.965,LM,72.433,MH,88.27,H,24.965,LM,73.15,MH,24.965,LM,24.965,LM,24.965,LM,24.965,LM,24.965,LM,24.965,LM
gene_829,42,M,88.279,H,88.279,H,88.279,H,88.279,H,88.279,H,88.279,H,88.279,H,88.279,H,24.699,LM,88.279,H,88.279,H
gene_830,63,M,28.581,LM,28.581,LM,28.581,LM,14.832,L,28.581,LM,28.581,LM,82.402,H,28.581,LM,28.581,LM,28.581,LM,28.581,LM
gene_831,40,M,20.107,LM,43.537,M,86.424,H,20.107,LM,20.107,LM,20.107,LM,20.107,LM,20.107,LM,20.107,LM,57.208,M,20.107,LM
gene_832,54,M,20.613,LM,20.613,LM,20.613,LM,20.613,LM,20.613,LM,31.427,M,20.613,LM,20.613,LM,72.03,MH,99.937,H,20.613,LM
gene_833,58,M,12.534,L,12.534,L,42.683,M,12.534,L,12.534,L,26.831,LM,99.772,H,12.534,L,12.534,L,12.534,L,12.534,L
gene_834,62,M,13.176,L,34.085,M,13.176,L,13.176,L,13.176,L,13.176,L,13.176,L,13.176,L,13.176,L,13.176,L,13.176,L
gene_835,61,M,7.694,L,7.694,L,7.694,L,7.694,L,7.694,L,7.694,L,7.694,L,7.694,L,7.694,L,7.694,L,35.757,M
gene_836,45,M,70.708,MH,70.708,MH,70.708,MH,70.708,MH,70.708,MH,70.708,MH,70.708,MH,70.708,MH,70.708,MH,70.708,MH,70.708,MH
gene_837,32,M,89.544,H,89.544,H,78.873,MH,89.544,H,89.544,H,47.766,M,89.544,H,33.21,M,89.544,H,89.544,H,89.544,H
gene_838,31,M,14.046,L,22.511,LM,14.046,L,14.046,L,14.046,L,14.046,L,14.046,L,14.046,L,14.046,L,14.046,L,14.046,L
gene_839,59,M,92.333,H,7.051,L,92.333,H,74.573,MH,92.333,H,70.812,MH,92.333,H,43.337,M,92.333,H,71.44,MH,92.333,H
gene_840,68,M,16.472,L,16.472,L,16.472,L,16.472,L,82.596,H,28.667,LM,16.472,L,16.472,L,16.472,L,16.472,L,16.472,L
gene_841,43,M,7.959,L,7.959,L,7.959,L,23.262,LM,7.959,L,32.775,M,95.616,H,7.959,L,7.959,L,76.091,MH,7.959,L
gene_842,47,M,13.329,L,13.329,L,13.329,L,13.329,L,13.329,L,13.329,L,13.329,L,82.801,H,13.329,L,26.7,LM,13.329,L
gene_843,59,M,80.778,H,80.778,H,80.778,H,80.778,H,80.778,H,80.778,H,80.778,H,80.778,H,80.778,H,73.386,MH,80.778,H
gene_844,56,M,55.091,M,55.091,M,55.091,M,55.091,M,55.091,M,55.091,M,55.091,M,55.091,M,55.091,M,55.091,M,55.091,M
gene_845,40,M,55.155,M,74.992,MH,55.155,M,17.728,L,55.155,M,77.113,MH,80.977,H,55.155,M,23.977,LM,96.762,H,55.155,M
gene_846,56,M,14.656,L,14.656,L,14.656,L,14.656,L,22.988,LM,14.656,L,14.656,L,14.656,L,14.656,L,14.656,L,14.656,L
gene_847,42,M,78.746,MH,86.83,H,78.746,MH,78.746,MH,78.746,MH,78.746,MH,78.746,MH,78.746,MH,78.746,MH,89.063,H,78.746,MH
gene_848,44,M,25.651,LM,25.651,LM,25.651,LM,1.355,L,25.651,LM,30.609,M,25.651,LM,77.559,MH,25.651,LM,25.651,LM,25.651,LM
gene_849,51,M,26.06,LM,26.06,LM,26.06,LM,26.06,LM,63.859,M,26.06,LM,26.06,LM,26.06,LM,26.06,LM,26.06,LM,26.06,LM
gene_850,59,M,93.492,H,93.492,H,93.492,H,93.492,H,93.492,H,93.492,H,72.756,MH,93.492,H,93.492,H,93.492,H,1.543,L
gene_851,36,M,28.718,LM,28.718,LM,28.718,LM,28.718,LM,28.718,LM,28.718,LM,28.718,LM,28.718,LM,28.718,LM,28.718,LM,28.718,LM
gene_852,30,M,18.506,L,18.506,L,18.506,L,18.506,L,27.033,LM,18.506,L,18.506,L,18.506,L,18.506,L,18.506,L,18.506,L
gene_853,55,M,15.846,L,46.452,M,15.846,L,15.846,L,15.846,L,15.846,L,15.846,L,15.846,L,74.772,MH,15.846,L,15.846,L
gene_854,30,M,25.406,LM,25.406,LM,80.5,H,25.406,LM,25.406,LM,83.589,H,25.406,LM,25.406,LM,25.406,LM,65.784,M,78.065,MH
gene_855,31,M,23.327,LM,23.327,LM,23.327,LM,23.327,LM,23.327,LM,23.327,LM,23.327,LM,7.408,L,23.327,LM,23.327,LM,23.327,LM
gene_856,39,M,28.221,LM,28.221,LM,28.221,LM,28.221,LM,28.221,LM,28.221,LM,76.722,MH,41.04,M,28.221,LM,75.315,MH,28.221,LM
gene_857,56,M,21.529,LM,21.529,LM,81.715,H,21.529,LM,21.529,LM,21.529,LM,76.546,MH,21.529,LM,21.529,LM,12.537,L,21.529,LM
gene_858,32,M,88.783,H,88.783,H,5.91,L,71.814,MH,88.783,H,88.783,H,88.783,H,88.783,H,88.783,H,88.783,H,88.783,H
gene_859,32,M,20.592,LM,20.592,LM,70.563,MH,20.592,LM,20.592,LM,20.592,LM,20.592,LM,20.592,LM,20.592,LM,20.592,LM,0.557,L
gene_860,68,M,72.983,MH,72.983,MH,72.983,MH,72.983,MH,72.983,MH,72.983,MH,72.983,MH,72.983,MH,72.983,MH,72.983,MH,81.092,H
gene_861,46,M,54.371,M,54.371,M,54.371,M,23.1,LM,54.371,M,54.371,M,77.053,MH,54.371,M,54.371,M,54.371,M,24.965,LM
gene_862,65,M,96.436,H,96.436,H,96.436,H,96.436,H,96.436,H,96.436,H,96.436,H,96.436,H,26.702,LM,96.436,H,96.436,H
gene_863,38,M,20.622,LM,20.622,LM,96.803,H,20.622,LM,86.178,H,20.622,LM,20.622,LM,45.038,M,20.622,LM,7.876,L,20.622,LM
gene_864,47,M,98.863,H,98.863,H,6.339,L,98.863,H,98.863,H,98.863,H,27.788,LM,98.863,H,98.863,H,98.863,H,98.863,H
gene_865,44,M,92.98,H,92.98,H,53.726,M,92.98,H,56.799,M,92.98,H,92.98,H,92.98,H,77.614,MH,92.98,H,92.98,H
gene_866,37,M,75.888,MH,75.888,MH,96.572,H,75.888,MH,75.888,MH,75.888,MH,84.724,H,75.888,MH,75.888,MH,39.88,M,75.888,MH
gene_867,43,M,17.446,L,17.446,L,17.446,L,17.446,L,17.446,L,17.446,L,17.446,L,17.446,L,17.446,L,17.446,L,17.446,L
gene_868,69,M,23.884,LM,15.836,L,23.884,LM,23.884,LM,64.808,M,71.591,MH,23.884,LM,23.884,LM,23.884,LM,23.884,LM,23.884,LM
